,Unnamed: 0,상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,PNU코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,전화번호,경도,위도,상권번호,데이터기준일자
203,1296,23993849,에이스플러스앤파트너스,,L,부동산,L03,분양,L03A04,건물분양-종합,,,11,서울특별시,11680,강남구,1168063000,대치4동,1168010600,대치동,1168010600108900029,1,대지,890,29.0,서울특별시 강남구 대치동 890-29,116804166499,서울특별시 강남구 선릉로90길,44,,1168010600108900029000001,정인빌딩,서울특별시 강남구 선릉로90길 44,135280,6193.0,,9,,02-508-2287,127.05273412565701,37.504876059131796,,2020-07-06
209,1314,20949436,경일공인중개사,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11650,서초구,1165065200,양재2동,1165010200,양재동,1165010200102570005,1,대지,257,5.0,서울특별시 서초구 양재동 257-5,116504163172,서울특별시 서초구 마방로6길,28,,1165010200102570005002973,경일빌딩,서울특별시 서초구 마방로6길 28,137130,6777.0,,1,,02-576-3384,127.04251285039,37.4745000979962,1782.0,2017-10-30
216,1343,20917959,유명한공인중개사,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11650,서초구,1165058000,반포3동,1165010600,잠원동,1165010600100690022,1,대지,69,22.0,서울특별시 서초구 잠원동 69-22,116503121017,서울특별시 서초구 신반포로,219,,1165010600100690023017561,반포쇼핑타운,서울특별시 서초구 신반포로 219,137908,6512.0,,,,02-591-0006,127.008046282165,37.5075007373326,,2016-01-26
219,1353,23806888,랜드마크앤드파트너스,,L,부동산,L03,분양,L03A01,주택공급,L68121,주거용 건물 개발 및 공급업,11,서울특별시,11680,강남구,1168052100,논현1동,1168010800,논현동,1168010800102040001,1,대지,204,1.0,서울특별시 강남구 논현동 204-1,116803122004,서울특별시 강남구 봉은사로,133,,1168010800102040005009299,MJL빌딩,서울특별시 강남구 봉은사로 133,135010,6121.0,,9,,02-512-9895,127.029134748886,37.5062162445326,1937.0,2017-08-24
220,1357,25579025,강화부동산,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11650,서초구,1165053000,서초3동,1165010800,서초동,1165010800114510016,1,대지,1451,16.0,서울특별시 서초구 서초동 1451-16,116504163247,서울특별시 서초구 반포대로8길,11,10.0,1165010800114510016022165,,서울특별시 서초구 반포대로8길 11-10,137070,6716.0,,1,,02-584-1840,127.012624093213,37.483679169449395,,2017-10-10
229,1444,25279580,하나부동산,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11650,서초구,1165058000,반포3동,1165010600,잠원동,1165010600100750019,1,대지,75,19.0,서울특별시 서초구 잠원동 75-19,116503121017,서울특별시 서초구 신반포로,177,,1165010600100750018017606,반포쇼핑타운,서울특별시 서초구 신반포로 177,137909,6512.0,,1,,02-536-8181,127.003393697161,37.50609197478621,1940.0,2017-09-23
231,1446,15513778,교대역두꺼비공인중개사사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11650,서초구,1165053100,서초4동,1165010800,서초동,1165010800116950020,1,대지,1695,20.0,서울특별시 서초구 서초동 1695-20,116504163710,서울특별시 서초구 서초중앙로24길,5,,1165010800116950021020096,,서울특별시 서초구 서초중앙로24길 5,137883,6604.0,,,,02-567-8955,127.01426598951599,37.4946857575891,,2017-09-30
239,1550,20961116,성심부동산중개사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11650,서초구,1165056000,반포1동,1165010700,반포동,1165010700100200045,1,대지,20,45.0,서울특별시 서초구 반포동 20-45,116503121019,서울특별시 서초구 잠원로,24,,1165010700100200001000007,반포자이플라자,서울특별시 서초구 잠원로 24,137040,6544.0,,,,02-596-2277,127.00986114705499,37.507110490668104,1940.0,2016-01-28
287,1798,24120482,프라임부동산중개,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11680,강남구,1168061000,대치2동,1168010600,대치동,1168010600110080004,1,대지,1008,4.0,서울특별시 강남구 대치동 1008-4,116802122002,서울특별시 강남구 영동대로,316,,1168010600110080004012758,새마을운동중앙회,서울특별시 강남구 영동대로 316,135851,6177.0,,6,,,127.06714826184601,37.5026750534539,,2017-08-23
299,1864,22483643,아이파크공인중개사사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11680,강남구,1168060000,대치1동,1168010600,대치동,1168010600108880000,1,대지,888,,서울특별시 강남구 대치동 888,116803122006,서울특별시 강남구 선릉로,222,,1168010600108880000000013,대치아이파크아파트,서울특별시 강남구 선릉로 222,135838,6278.0,,,,02-501-4949,127.054828171778,37.4957741393143,,2016-01-28
307,1941,25379215,행운부동산,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11650,서초구,1165062100,방배4동,1165010100,방배동,1165010100108640039,1,대지,864,39.0,서울특별시 서초구 방배동 864-39,116503121003,서울특별시 서초구 도구로,123,3.0,1165010100108640039009734,,서울특별시 서초구 도구로 123-3,137060,6569.0,,1,,02-534-1245,126.985821728821,37.487362710255,,2016-01-26
321,2067,15487935,강남제일공인중개사사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11680,강남구,1168065500,도곡1동,1168011800,도곡동,1168011800109570014,1,대지,957,14.0,서울특별시 강남구 도곡동 957-14,116802000003,서울특별시 강남구 남부순환로,2609,,1168011800109570014000001,하늘빌딩,서울특별시 강남구 남부순환로 2609,135860,6267.0,,1,,,127.035074912941,37.4849549424695,1839.0,2017-09-30
330,2100,21941879,형제공인중개사,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11680,강남구,1168070000,세곡동,1168011100,세곡동,1168011100100960001,1,대지,96,1.0,서울특별시 강남구 세곡동 96-1,116804166320,서울특별시 강남구 밤고개로31길,9,,1168011100100960002004493,,서울특별시 강남구 밤고개로31길 9,135190,6378.0,,1,,02-3411-7100,127.109314120236,37.4653541115176,,2017-10-30
345,2187,15514135,그린공인중개사사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11650,서초구,1165052000,서초2동,1165010800,서초동,1165010800113320003,1,대지,1332,3.0,서울특별시 서초구 서초동 1332-3,116503121014,서울특별시 서초구 사임당로,151,,1165010800113320003022522,대한무지개종합상가,서울특별시 서초구 사임당로 151,137859,6624.0,,,108,,127.02567672933,37.4920592313205,,2017-09-30
349,2216,21918575,부동산마트,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11680,강남구,1168052100,논현1동,1168010800,논현동,1168010800100160048,1,대지,16,48.0,서울특별시 강남구 논현동 16-48,116804166019,서울특별시 강남구 강남대로146길,27,,1168010800100160048006515,,서울특별시 강남구 강남대로146길 27,135010,6038.0,,1,,02-543-5830,127.022399665391,37.5152973723701,1993.0,2017-09-20
372,2364,20957471,반포부동산,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11650,서초구,1165054000,잠원동,1165010600,잠원동,1165010600100490008,1,대지,49,8.0,서울특별시 서초구 잠원동 49-8,116503121019,서울특별시 서초구 잠원로,213,10.0,1165010600100490008018975,한강아파트,서울특별시 서초구 잠원로 213-10,137798,6514.0,,1,,02-535-0014,127.01499748027099,37.5216423477381,,2017-10-06
385,2422,20785036,역삼부동산,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11680,강남구,1168064000,역삼1동,1168010100,역삼동,1168010100106420009,1,대지,642,9.0,서울특별시 강남구 역삼동 642-9,116803121022,서울특별시 강남구 논현로,503,,1168010100106420015026142,송촌빌딩,서울특별시 강남구 논현로 503,135080,6132.0,,1,,02-553-5001,127.03632389874399,37.50127425967371,,2020-07-06
386,2431,20382791,정선우공인중개사사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11680,강남구,1168061000,대치2동,1168010600,대치동,1168010600109740001,1,대지,974,1.0,서울특별시 강남구 대치동 974-1,116803122005,서울특별시 강남구 삼성로,324,,1168010600109740001000001,신해청아파트,서울특별시 강남구 삼성로 324,135280,6191.0,,1,,02-2088-2900,127.06012530102899,37.500826280971495,,2017-08-19
395,2483,21924789,브라운공인중개사사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11650,서초구,1165060000,방배1동,1165010100,방배동,1165010100108980007,1,대지,898,7.0,서울특별시 서초구 방배동 898-7,116504163394,서울특별시 서초구 서초대로26길,24,,1165010100108980007014458,도일빌딩,서울특별시 서초구 서초대로26길 24,137060,6664.0,,1,,02-598-5599,126.99450226527,37.486797160028296,,2017-10-02
404,2528,20800739,왕성부동산,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11680,강남구,1168053100,논현2동,1168010800,논현동,1168010800102140024,1,대지,214,24.0,서울특별시 강남구 논현동 214-24,116804166124,서울특별시 강남구 논현로124길,27,,1168010800102140024007149,,서울특별시 강남구 논현로124길 27,135010,6105.0,,1,,02-547-5959,127.033765843206,37.5128409213895,,2017-09-19
407,2541,15488947,감정평가법인정평,,L,부동산,L04,평가/개발/관리,L04A04,부동산감정평가,L68222,부동산 감정평가업,11,서울특별시,11650,서초구,1165065200,양재2동,1165010200,양재동,1165010200102030007,1,대지,203,7.0,서울특별시 서초구 양재동 203-7,116503121007,서울특별시 서초구 매헌로,54,1.0,1165010200102030007024737,양재동빌딩,서울특별시 서초구 매헌로 54-1,137893,6770.0,,5,203,,127.034495782514,37.465811717078,,2017-09-30
461,2758,15488936,감정평가법인다우에셋,,L,부동산,L04,평가/개발/관리,L04A04,부동산감정평가,L68222,부동산 감정평가업,11,서울특별시,11650,서초구,1165053000,서초3동,1165010800,서초동,1165010800115680005,1,대지,1568,5.0,서울특별시 서초구 서초동 1568-5,116504163414,서울특별시 서초구 서초대로50길,62,4.0,1165010800115680005022091,동일빌딩,서울특별시 서초구 서초대로50길 62-4,137874,6650.0,,2,,02-6409-3300,127.013381154061,37.490596591972206,1870.0,2017-09-30
481,2848,20890487,삼원공인중개사,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11650,서초구,1165056000,반포1동,1165010700,반포동,1165010700100320002,1,대지,32,2.0,서울특별시 서초구 반포동 32-2,116503121024,서울특별시 서초구 서초중앙로,230,,1165010700100320002027544,동화반포프라자빌딩,서울특별시 서초구 서초중앙로 230,137040,6599.0,,1,,02-599-8882,127.012007734261,37.5021456411505,,2020-07-06
501,2948,21034763,롯데부동산,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11680,강남구,1168063000,대치4동,1168010600,대치동,1168010600108930000,1,대지,893,,서울특별시 강남구 대치동 893,116804166431,서울특별시 강남구 삼성로85길,11,,1168010600108930000000002,롯데캐슬아파트,서울특별시 강남구 삼성로85길 11,135841,6195.0,,,,02-508-4321,127.056164781276,37.50458815090521,1932.0,2016-01-27
537,3154,21963748,등원공인중개사사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11680,강남구,1168052100,논현1동,1168010800,논현동,1168010800100060011,1,대지,6,11.0,서울특별시 강남구 논현동 6-11,116804166141,서울특별시 강남구 논현로149길,36,,1168010800100060011005756,,서울특별시 강남구 논현로149길 36,135010,6040.0,,4,,02-518-1616,127.02557909258199,37.517846591681796,,2017-09-20
542,3163,25016886,한스파크공인중개사사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11680,강남구,1168064000,역삼1동,1168010100,역삼동,1168010100108320007,1,대지,832,7.0,서울특별시 강남구 역삼동 832-7,116802102001,서울특별시 강남구 강남대로,320,,1168010100108320007025977,황화빌딩,서울특별시 강남구 강남대로 320,135080,6252.0,,10,,02-557-8183,127.031028398972,37.4918419409235,,2016-11-28
557,3214,25275732,강남도곡공인,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11680,강남구,1168065500,도곡1동,1168011800,도곡동,1168011800109630000,1,대지,963,,서울특별시 강남구 도곡동 963,116803121022,서울특별시 강남구 논현로,213,,1168011800109630000000104,역삼럭키아파트,서울특별시 강남구 논현로 213,135858,6262.0,,1,,,127.04098573694901,37.491373546904704,,2016-01-26
585,3350,15495969,강남부동산공인중개사사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11650,서초구,1165065100,양재1동,1165010300,우면동,1165010300107660000,1,대지,766,,서울특별시 서초구 우면동 766,116504163748,서울특별시 서초구 양재대로2길,116,6.0,1165010300107660000000001,,서울특별시 서초구 양재대로2길 116-6,137131,6767.0,,,104,,127.01543464532301,37.4564726367505,,2017-09-30
590,3389,20775602,세경부동산,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11680,강남구,1168064000,역삼1동,1168010100,역삼동,1168010100107020030,1,대지,702,30.0,서울특별시 강남구 역삼동 702-30,116804166744,서울특별시 강남구 테헤란로51길,7,,1168010100107020030027275,수지빌딩,서울특별시 강남구 테헤란로51길 7,135080,6151.0,,,1,,127.046698120711,37.5045842157475,1943.0,2017-10-03
593,3413,24106800,홍성혜부동산,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11680,강남구,1168070000,세곡동,1168011300,율현동,1168011300101010013,1,대지,101,13.0,서울특별시 강남구 율현동 101-13,116804166840,서울특별시 강남구 헌릉로745길,37,,1168011300101010013000002,강남자동차매매장,서울특별시 강남구 헌릉로745길 37,135210,6378.0,B,1,113,,127.118627333401,37.470307718440296,,2016-01-26
609,3493,21987621,에스아이디컴퍼니,,L,부동산,L04,평가/개발/관리,L04A06,부동산자문,L68221,부동산 자문 및 중개업,11,서울특별시,11680,강남구,1168063000,대치4동,1168010600,대치동,1168010600108960004,1,대지,896,4.0,서울특별시 강남구 대치동 896-4,116804166493,서울특별시 강남구 선릉로82길,25,,1168010600108960004012685,삼정빌딩,서울특별시 강남구 선릉로82길 25,135280,6197.0,,,,02-558-6689,127.052078585333,37.5030506672959,1932.0,2016-01-28
610,3501,15509523,김이곤부동산,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11650,서초구,1165052000,서초2동,1165010800,서초동,1165010800113190011,1,대지,1319,11.0,서울특별시 서초구 서초동 1319-11,116502102001,서울특별시 서초구 강남대로,381,,1165010800113190012022993,두산베어스텔,서울특별시 서초구 강남대로 381,137857,6620.0,,,1501,,127.027674948375,37.4966800892442,1887.0,2017-09-30
614,3513,15495157,강남공인중개사사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11650,서초구,1165054000,잠원동,1165010600,잠원동,1165010600100370012,1,대지,37,12.0,서울특별시 서초구 잠원동 37-12,116503121017,서울특별시 서초구 신반포로,339,,1165010600100370012019497,논현빌딩,서울특별시 서초구 신반포로 339,137743,6531.0,,,701,,127.020585919694,37.511263652508894,1984.0,2017-09-30
622,3559,20949103,현대부동산,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11680,강남구,1168061000,대치2동,1168010600,대치동,1168010600100630000,1,대지,63,,서울특별시 강남구 대치동 63,116802122002,서울특별시 강남구 영동대로,230,,1168010600100630000013276,우성1차아파트,서울특별시 강남구 영동대로 230,135834,6285.0,,1,,02-267-2444,127.06845896889799,37.5009553666559,,2017-08-23
629,3612,21979140,부광사,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11680,강남구,1168052100,논현1동,1168010800,논현동,1168010800101650009,1,대지,165,9.0,서울특별시 강남구 논현동 165-9,116804166009,서울특별시 강남구 강남대로118길,7,,1168010800101650009009285,,서울특별시 강남구 강남대로118길 7,135010,6119.0,,1,,02-512-0038,127.024325717131,37.50637485223,1967.0,2017-10-02
643,3684,22787054,신서초공인중개사사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11650,서초구,1165051000,서초1동,1165010800,서초동,1165010800116730005,1,대지,1673,5.0,서울특별시 서초구 서초동 1673-5,116502121002,서울특별시 서초구 서초대로,306,,1165010800116730005023301,서초1동우편취급소,서울특별시 서초구 서초대로 306,137070,6634.0,,1,,02-597-5500,127.015125175149,37.4938459320861,1881.0,2017-09-15
644,3688,22053063,희망부동산,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11650,서초구,1165054000,잠원동,1165010600,잠원동,1165010600100090006,1,대지,9,6.0,서울특별시 서초구 잠원동 9-6,116504163048,서울특별시 서초구 나루터로15길,30,9.0,1165010600100090006018849,,서울특별시 서초구 나루터로15길 30-9,137902,6524.0,,1,,02-542-6201,127.017565593197,37.517320670882,1990.0,2017-09-15
666,3813,15542294,네오부동산중개,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11680,강남구,1168053100,논현2동,1168010800,논현동,1168010800101140018,1,대지,114,18.0,서울특별시 강남구 논현동 114-18,116804166576,서울특별시 강남구 언주로134길,11,5.0,1168010800101140018005981,,서울특별시 강남구 언주로134길 11-5,135821,6058.0,,5,,02-3444-9040,127.03652756233801,37.51710744209671,1991.0,2017-09-30
674,3863,22040123,강남공인중개사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11680,강남구,1168065600,도곡2동,1168011800,도곡동,1168011800104650000,1,대지,465,,서울특별시 강남구 도곡동 465,116803005086,서울특별시 강남구 언주로,117,,1168011800104650000000703,우성4차아파트,서울특별시 강남구 언주로 117,135505,6299.0,,1,,02-575-8949,127.050377424421,37.4864485399633,,2017-08-18
686,3949,21908250,오피스부동산랜드,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11680,강남구,1168075000,수서동,1168011500,수서동,1168011500107130000,1,대지,713,,서울특별시 강남구 수서동 713,116804166315,서울특별시 강남구 밤고개로1길,10,,1168011500107130000000001,수서현대벤쳐빌,서울특별시 강남구 밤고개로1길 10,135539,6349.0,,1,,02-3412-1260,127.101842066177,37.488013362892396,1848.0,2017-08-24
690,3973,22428324,스타리치어드바이져,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11680,강남구,1168064000,역삼1동,1168010100,역삼동,1168010100108370009,1,대지,837,9.0,서울특별시 강남구 역삼동 837-9,116804166032,서울특별시 강남구 강남대로62길,3,,1168010100108370009000001,한진빌딩,서울특별시 강남구 강남대로62길 3,135080,6253.0,,2,,02-2051-8477,127.03185004583901,37.4903889657011,,2020-07-06
692,3988,15534903,다이렉트부동산중개,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,11,서울특별시,11680,강남구,1168063000,대치4동,1168010600,대치동,1168010600108910046,1,대지,891,46.0,서울특별시 강남구 대치동 891-46,116804166431,서울특별시 강남구 삼성로85길,26,,1168010600108910046000001,V&S,서울특별시 강남구 삼성로85길 26,135840,6194.0,,9,,,127.05501778733999,37.5049574242054,1932.0,2017-09-30
727,4213,24765110,디오이코스,,L,부동산,L03,분양,L03A01,주택공급,L68121,주거용 건물 개발 및 공급업,11,서울특별시,11680,강남구,1168064000,역삼1동,1168010100,역삼동,1168010100107020010,1,대지,702,10.0,서울특별시 강남구 역삼동 702-10,116803122010,서울특별시 강남구 테헤란로,311,,1168010100107020010000001,아남타워빌딩,서울특별시 강남구 테헤란로 311,135565,6151.0,1008,2,2,02-2052-5191,127.044819943606,37.503749082849005,,2017-11-04
