,Unnamed: 0,상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,PNU코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,전화번호,경도,위도,상권번호,데이터기준일자
1819,10908,28510078,데님호텔,,O,숙박,O01,호텔/콘도,O01A01,호텔/콘도,,,11,서울특별시,11680,강남구,1168069000,개포4동,1168010300,개포동,1168010300112290014,1,대지,1229,14.0,서울특별시 강남구 개포동 1229-14,116803121022,서울특별시 강남구 논현로,66,,1168010300112290014000001,호텔데님,서울특별시 강남구 논현로 66,135240,6307.0,,1,,02-2058-1000,127.04664057428002,37.4761914251091,,2017-08-18
1881,11236,25592740,논현드림텔,,O,숙박,O05,민박/하숙,O05A01,민박/하숙,,,11,서울특별시,11650,서초구,1165056000,반포1동,1165010700,반포동,1165010700107220033,1,대지,722,33.0,서울특별시 서초구 반포동 722-33,116504163337,서울특별시 서초구 사평대로57길,100,,1165010700107220033027645,,서울특별시 서초구 사평대로57길 100,137040,6536.0,,3,,02-518-2500,127.021773760741,37.50865143183211,,2017-09-21
2101,12596,16426291,서울몽샹청담,,O,숙박,O05,민박/하숙,O05A01,민박/하숙,,,11,서울특별시,11680,강남구,1168056500,청담동,1168010400,청담동,1168010400101110009,1,대지,111,9.0,서울특별시 강남구 청담동 111-9,116804166303,서울특별시 강남구 도산대로85길,40,,1168010400101110009017274,,서울특별시 강남구 도산대로85길 40,135955,6012.0,,1,2,,127.049783031677,37.5271083912289,,2020-03-02
2407,14498,23112216,핑크장여관,,O,숙박,O02,모텔/여관/여인숙,O02A01,모텔/여관/여인숙,I55112,여관업,11,서울특별시,11650,서초구,1165054000,잠원동,1165010600,잠원동,1165010600100140016,1,대지,14,16.0,서울특별시 서초구 잠원동 14-16,116503121002,서울특별시 서초구 나루터로,75,,1165010600100140016019176,금산빌딩,서울특별시 서초구 나루터로 75,137902,6525.0,,4,,02-548-1542,127.017980957137,37.515837389772294,,2017-09-15
2437,14719,16414523,샤샤하우스,,O,숙박,O05,민박/하숙,O05A01,민박/하숙,,,11,서울특별시,11680,강남구,1168064000,역삼1동,1168010100,역삼동,1168010100106010006,1,대지,601,6.0,서울특별시 강남구 역삼동 601-6,116804166357,서울특별시 강남구 봉은사로4길,6,,1168010100106010006022566,,서울특별시 강남구 봉은사로4길 6,135907,6123.0,,3,,,127.025935595238,37.504342746173,1937.0,2020-03-02
2508,15134,15599750,리즈모텔,,O,숙박,O02,모텔/여관/여인숙,O02A01,모텔/여관/여인숙,I55112,여관업,11,서울특별시,11650,서초구,1165053100,서초4동,1165010800,서초동,1165010800116820000,1,대지,1682,,서울특별시 서초구 서초동 1682,116504163425,서울특별시 서초구 서초대로65길,13,10.0,1165010800116820000020017,서초래미안아파트,서울특별시 서초구 서초대로65길 13-10,137775,6602.0,102,,1703,02-582-2622,127.019399600105,37.4990535446981,,2017-10-02
2954,18278,23137912,폼모텔,,O,숙박,O02,모텔/여관/여인숙,O02A01,모텔/여관/여인숙,I55112,여관업,11,서울특별시,11680,강남구,1168064000,역삼1동,1168010100,역삼동,1168010100108190008,1,대지,819,8.0,서울특별시 강남구 역삼동 819-8,116804166036,서울특별시 강남구 강남대로92길,15,,1168010100108190008023921,,서울특별시 강남구 강남대로92길 15,135080,6134.0,,1,,02-555-2225,127.02862745641501,37.4991027534349,1937.0,2017-09-16
3129,19818,22921598,더케이서울호텔델리샵,,O,숙박,O01,호텔/콘도,O01A01,호텔/콘도,,,11,서울특별시,11650,서초구,1165065200,양재2동,1165010200,양재동,1165010200102020000,1,대지,202,,서울특별시 서초구 양재동 202,116504163198,서울특별시 서초구 바우뫼로12길,70,,1165010200102020000003684,교육문화회관,서울특별시 서초구 바우뫼로12길 70,137915,6769.0,,1,,02-526-9434,127.03305096618901,37.4682778185844,,2017-10-30
3547,23363,26100025,더자가로수,,O,숙박,O03,캠프/별장/펜션,O03A01,캠프/별장/펜션,I55119,기타 관광숙박시설 운영업,11,서울특별시,11680,강남구,1168051000,신사동,1168010700,신사동,1168010700105240000,1,대지,524,,서울특별시 강남구 신사동 524,116804166026,서울특별시 강남구 강남대로162길,41,22.0,1168010700105240000011047,오로라빌,서울특별시 강남구 강남대로162길 41-22,135888,6028.0,,5,,070-8638-2717,127.021067456295,37.5220262046144,2045.0,2017-09-15
3691,24259,12436903,나비호텔레지던스,,O,숙박,O02,모텔/여관/여인숙,O02A01,모텔/여관/여인숙,I55112,여관업,11,서울특별시,11650,서초구,1165051000,서초1동,1165010800,서초동,1165010800116760002,1,대지,1676,2.0,서울특별시 서초구 서초동 1676-2,116504163421,서울특별시 서초구 서초대로58길,5,,1165010800116760002024607,,서울특별시 서초구 서초대로58길 5,137881,6632.0,,10,4,02-538-1002,127.017954721626,37.4945272578637,,2017-02-09
4539,30323,26428429,청아모텔,,O,숙박,O02,모텔/여관/여인숙,O02A01,모텔/여관/여인숙,I55112,여관업,11,서울특별시,11680,강남구,1168053100,논현2동,1168010800,논현동,1168010800102420048,1,대지,242,48.0,서울특별시 강남구 논현동 242-48,116804166455,서울특별시 강남구 선릉로127길,5,3.0,1168010800102420048006484,,서울특별시 강남구 선릉로127길 5-3,135010,6099.0,,1,,02-540-0386,127.041402565401,37.5153810440645,1987.0,2017-09-19
4820,32076,25580672,라까사호텔,,O,숙박,O01,호텔/콘도,O01A01,호텔/콘도,,,11,서울특별시,11680,강남구,1168051000,신사동,1168010700,신사동,1168010700105270004,1,대지,527,4.0,서울특별시 강남구 신사동 527-4,116803122007,서울특별시 강남구 압구정로,102,,1168010700105270004026759,형지제2빌딩,서울특별시 강남구 압구정로 102,135888,6027.0,,1,,02-543-0079,127.01966033011999,37.5223569323976,,2017-09-15
4833,32156,20852009,라마다호텔부페,,O,숙박,O01,호텔/콘도,O01A01,호텔/콘도,,,11,서울특별시,11680,강남구,1168059000,삼성2동,1168010500,삼성동,1168010500101120005,1,대지,112,5.0,서울특별시 강남구 삼성동 112-5,116803122004,서울특별시 강남구 봉은사로,410,,1168010500101120005016559,라마다서울호텔,서울특별시 강남구 봉은사로 410,135090,6153.0,,1,,02-6202-2031,127.045267591714,37.510339414212105,1966.0,2017-08-26
4938,32776,12338655,린,,O,숙박,O02,모텔/여관/여인숙,O02A01,모텔/여관/여인숙,I55112,여관업,11,서울특별시,11680,강남구,1168065000,역삼2동,1168010100,역삼동,1168010100107180012,1,대지,718,12.0,서울특별시 강남구 역삼동 718-12,116804166620,서울특별시 강남구 언주로87길,50,,1168010100107180012023585,,서울특별시 강남구 언주로87길 50,135920,6220.0,,1,,02-3454-0666,127.039079623367,37.500693001291104,1916.0,2017-10-04
5067,33653,25491483,리빙고시텔,,O,숙박,O05,민박/하숙,O05A01,민박/하숙,,,11,서울특별시,11680,강남구,1168064000,역삼1동,1168010100,역삼동,1168064000107050006,1,대지,705,6.0,서울특별시 강남구 역삼동 705-6,116804166502,서울특별시 강남구 선릉로93길,17,,1168010100107050006022326,,서울특별시 강남구 선릉로93길 17,135080,6150.0,,4,,02-553-2558,127.04710078308399,37.504938876331,1943.0,2016-05-24
5097,33850,23096350,발리호텔,,O,숙박,O02,모텔/여관/여인숙,O02A01,모텔/여관/여인숙,I55112,여관업,11,서울특별시,11680,강남구,1168059000,삼성2동,1168010500,삼성동,1168010500101420014,1,대지,142,14.0,서울특별시 강남구 삼성동 142-14,116804166501,서울특별시 강남구 선릉로92길,35,,1168010500101420014016996,,서울특별시 강남구 선릉로92길 35,135090,6160.0,,1,,02-508-5059,127.051505805009,37.5063078916669,,2017-08-26
5103,33904,25478660,정원레지던스,,O,숙박,O05,민박/하숙,O05A01,민박/하숙,,,11,서울특별시,11650,서초구,1165051000,서초1동,1165010800,서초동,1165010800116750008,1,대지,1675,8.0,서울특별시 서초구 서초동 1675-8,116504163707,서울특별시 서초구 서초중앙로22길,63,,1165010800116750008023321,대은빌딩,서울특별시 서초구 서초중앙로22길 63,137070,6633.0,,3,,02-521-0131,127.017375466306,37.4938556604071,1881.0,2017-09-23
5265,35011,23144892,힐탑호텔,,O,숙박,O01,호텔/콘도,O01A01,호텔/콘도,,,11,서울특별시,11680,강남구,1168052100,논현1동,1168010800,논현동,1168010800101520000,1,대지,152,,서울특별시 강남구 논현동 152,116803121022,서울특별시 강남구 논현로,645,,1168010800101520001007766,뉴힐탑호텔,서울특별시 강남구 논현로 645,135010,6116.0,,1,,,127.03140160442601,37.511100545260895,,2017-09-17
5466,36143,25487725,스타리빙텔,,O,숙박,O05,민박/하숙,O05A01,민박/하숙,,,11,서울특별시,11680,강남구,1168064000,역삼1동,1168010100,역삼동,1168010100107390002,1,대지,739,2.0,서울특별시 강남구 역삼동 739-2,116804166635,서울특별시 강남구 역삼로17길,61,,1168010100107390002023973,,서울특별시 강남구 역삼로17길 61,135080,6237.0,,3,,02-568-0242,127.03629827306601,37.4988682324867,1910.0,2017-09-17
5679,37375,25354910,두란노원룸텔,,O,숙박,O05,민박/하숙,O05A01,민박/하숙,,,11,서울특별시,11650,서초구,1165051000,서초1동,1165010800,서초동,1165010800116680011,1,대지,1668,11.0,서울특별시 서초구 서초동 1668-11,116504163422,서울특별시 서초구 서초대로60길,34,,1165010800116680011024317,문화빌딩,서울특별시 서초구 서초대로60길 34,137070,6632.0,,3,,02-598-5598,127.018658036882,37.493496888955995,1881.0,2017-09-23
6033,39595,25348659,바비하우스,,O,숙박,O05,민박/하숙,O05A01,민박/하숙,,,11,서울특별시,11650,서초구,1165053000,서초3동,1165010800,서초동,1165010800115060037,1,대지,1506,37.0,서울특별시 서초구 서초동 1506-37,116504163234,서울특별시 서초구 반포대로23길,37,,1165010800115060037020428,,서울특별시 서초구 반포대로23길 37,137070,6658.0,,2,,,127.006689441043,37.488684344375294,,2017-10-11
7834,51571,22994430,호텔예스,,O,숙박,O02,모텔/여관/여인숙,O02A01,모텔/여관/여인숙,I55112,여관업,11,서울특별시,11680,강남구,1168065000,역삼2동,1168010100,역삼동,1168010100107190032,1,대지,719,32.0,서울특별시 강남구 역삼동 719-32,116804166620,서울특별시 강남구 언주로87길,23,,1168010100107190032023483,,서울특별시 강남구 언주로87길 23,135080,6221.0,,1,,02-508-0678,127.04113212751601,37.5011511969215,,2017-10-04
8472,55643,16676298,시아니호텔보이프렌드,,O,숙박,O01,호텔/콘도,O01A01,호텔/콘도,,,11,서울특별시,11680,강남구,1168054500,압구정동,1168010700,신사동,1168010700106520011,1,대지,652,11.0,서울특별시 강남구 신사동 652-11,116804166279,서울특별시 강남구 도산대로49길,6,10.0,1168010700106520011026777,,서울특별시 강남구 도산대로49길 6-10,135897,6019.0,,1,,,127.037937672342,37.5235794833718,2054.0,2020-10-08
8490,55741,16728703,호텔여기어때,본사,O,숙박,O01,호텔/콘도,O01A01,호텔/콘도,,,11,서울특별시,11680,강남구,1168059000,삼성2동,1168010500,삼성동,1168010500100510002,1,대지,51,2.0,서울특별시 강남구 삼성동 51-2,116803122004,서울특별시 강남구 봉은사로,479,,1168010500100510002015862,,서울특별시 강남구 봉은사로 479,135868,6095.0,,,,02-1899-3297,127.052742249664,37.5131838538552,,2020-09-08
8859,58204,27701701,프로비스타,,O,숙박,O01,호텔/콘도,O01A01,호텔/콘도,,,11,서울특별시,11650,서초구,1165051000,서초1동,1165010800,서초동,1165010800116770008,1,대지,1677,8.0,서울특별시 서초구 서초동 1677-8,116502121002,서울특별시 서초구 서초대로,338,,1165010800116770008024476,프로비스타,서울특별시 서초구 서초대로 338,137070,6632.0,,2,,,127.01860654882799,37.4948390333765,,2017-09-23
9061,59393,16678478,아이플러스-글린트유니콘엑스투자조합1호,,O,숙박,O02,모텔/여관/여인숙,O02A01,모텔/여관/여인숙,I55112,여관업,11,서울특별시,11680,강남구,1168064000,역삼1동,1168010100,역삼동,1168010100106420006,1,대지,642,6.0,서울특별시 강남구 역삼동 642-6,116803121022,서울특별시 강남구 논현로,507,,1168010100106420011023373,성지하이츠3차빌딩,서울특별시 강남구 논현로 507,135717,6132.0,,,1309,,127.036139139347,37.50157010051571,,2020-10-09
9724,63796,23496583,코쿤하우스,,O,숙박,O02,모텔/여관/여인숙,O02A01,모텔/여관/여인숙,I55112,여관업,11,서울특별시,11650,서초구,1165061000,방배2동,1165010100,방배동,1165010100104370020,1,대지,437,20.0,서울특별시 서초구 방배동 437-20,116504163293,서울특별시 서초구 방배천로16길,11,9.0,1165010100104370020012605,신도장,서울특별시 서초구 방배천로16길 11-9,137060,6677.0,,,,02-587-1829,126.983513199851,37.4824861893316,,2016-01-26
9822,64428,25579632,호텔아이파크,,O,숙박,O01,호텔/콘도,O01A01,호텔/콘도,,,11,서울특별시,11680,강남구,1168061000,대치2동,1168010600,대치동,1168010600109960001,1,대지,996,1.0,서울특별시 강남구 대치동 996-1,116803122010,서울특별시 강남구 테헤란로,620,,1168010600109960001012052,미래에셋타워,서울특별시 강남구 테헤란로 620,135280,6174.0,,9,,,127.06556287614299,37.509186172744,,2017-08-23
10516,69070,25771009,더팔래스호텔예식홀,,O,숙박,O01,호텔/콘도,O01A01,호텔/콘도,,,11,서울특별시,11650,서초구,1165058100,반포4동,1165010700,반포동,1165010700100630001,1,대지,63,1.0,서울특별시 서초구 반포동 63-1,116502121001,서울특별시 서초구 사평대로,160,,1165010700100630001016631,서울팔래스호텔,서울특별시 서초구 사평대로 160,137040,6578.0,,1,,02-532-5000,127.002460344576,37.5014346651436,,2017-11-01
10647,69954,23343043,에이치에비뉴호텔역삼,역삼점,O,숙박,O01,호텔/콘도,O01A01,호텔/콘도,,,11,서울특별시,11680,강남구,1168064000,역삼1동,1168010100,역삼동,1168010100106780014,1,대지,678,14.0,서울특별시 강남구 역삼동 678-14,116804166730,서울특별시 강남구 테헤란로29길,12,,1168010100106780014023193,에이치에비뉴호텔역삼,서울특별시 강남구 테헤란로29길 12,135080,6141.0,,1,,02-508-7100,127.038728690882,37.5024832463845,1928.0,2018-09-12
10789,71230,26210601,한국인성문화원,,O,숙박,O03,캠프/별장/펜션,O03A01,캠프/별장/펜션,I55119,기타 관광숙박시설 운영업,11,서울특별시,11650,서초구,1165065200,양재2동,1165010200,양재동,1165010200102750006,1,대지,275,6.0,서울특별시 서초구 양재동 275-6,116503121022,서울특별시 서초구 논현로,87,,1165010200102750006002673,삼호물산빌딩,서울특별시 서초구 논현로 87,137941,6775.0,,19,,02-2233-3224,127.044203782978,37.4775503592858,1782.0,2017-10-07
10900,72014,27876693,베스트웨스턴강남호텔,,O,숙박,O01,호텔/콘도,O01A01,호텔/콘도,,,11,서울특별시,11680,강남구,1168052100,논현1동,1168010800,논현동,1168010800102050009,1,대지,205,9.0,서울특별시 강남구 논현동 205-9,116803122004,서울특별시 강남구 봉은사로,139,,1168010800102050009027571,베스트웨스턴강남호텔,서울특별시 강남구 봉은사로 139,135010,6122.0,,1,,,127.029766204669,37.5063656015383,1937.0,2017-09-17
10913,72092,16235915,에이든청담호텔,,O,숙박,O01,호텔/콘도,O01A01,호텔/콘도,,,11,서울특별시,11680,강남구,1168053100,논현2동,1168010800,논현동,1168010800100600008,1,대지,60,8.0,서울특별시 강남구 논현동 60-8,116802122001,서울특별시 강남구 도산대로,216,,1168010800100600008000001,,서울특별시 강남구 도산대로 216,135816,6047.0,,,,02-701-5550,127.030461049756,37.5199772089217,,2018-12-19
10991,72548,11757689,케이그랜드호스텔강남1,,O,숙박,O01,호텔/콘도,O01A01,호텔/콘도,,,11,서울특별시,11680,강남구,1168052100,논현1동,1168010800,논현동,1168010800101980020,1,대지,198,20.0,서울특별시 강남구 논현동 198-20,116804166006,서울특별시 강남구 강남대로112길,11,,1168010800101980020009361,,서울특별시 강남구 강남대로112길 11,135010,6120.0,,1,,070-8146-0008,127.025219207605,37.5055082067707,,2017-09-17
11274,74292,26158369,모텔하루,,O,숙박,O02,모텔/여관/여인숙,O02A01,모텔/여관/여인숙,I55112,여관업,11,서울특별시,11650,서초구,1165065200,양재2동,1165010400,원지동,1165010400104110004,1,대지,411,4.0,서울특별시 서초구 원지동 411-4,116504163522,서울특별시 서초구 원터5길,6,,1165010400104110004003819,,서울특별시 서초구 원터5길 6,137150,6806.0,,1,,02-572-7856,127.056364717218,37.442831041340206,,2017-10-30
11380,74959,16244637,GLADLIVEHOTEL,,O,숙박,O01,호텔/콘도,O01A01,호텔/콘도,,,11,서울특별시,11680,강남구,1168053100,논현2동,1168010800,논현동,1168010800102360008,1,대지,236,8.0,서울특별시 강남구 논현동 236-8,116803122004,서울특별시 강남구 봉은사로,223,,1168010800102360009000001,글래드라이브호텔,서울특별시 강남구 봉은사로 223,135831,6109.0,,1,,,127.036356926635,37.508383851271,,2018-12-25
11589,76324,23169945,호텔소설,,O,숙박,O01,호텔/콘도,O01A01,호텔/콘도,,,11,서울특별시,11650,서초구,1165053000,서초3동,1165010800,서초동,1165010800115940004,1,대지,1594,4.0,서울특별시 서초구 서초동 1594-4,116504163225,서울특별시 서초구 반포대로14길,53,,1165010800115940004000001,,서울특별시 서초구 반포대로14길 53,137070,6651.0,,1,,02-3471-0321,127.013764490813,37.4863828523792,1845.0,2017-10-07
11684,76885,26022507,게스트하우스케이,,O,숙박,O02,모텔/여관/여인숙,O02A01,모텔/여관/여인숙,I55112,여관업,11,서울특별시,11680,강남구,1168064000,역삼1동,1168010100,역삼동,1168010100108120006,1,대지,812,6.0,서울특별시 강남구 역삼동 812-6,116804166357,서울특별시 강남구 봉은사로4길,31,5.0,1168010100108120006023048,,서울특별시 강남구 봉은사로4길 31-5,135080,6123.0,,1,,070-8156-1593,127.02713032207399,37.502919915624,1937.0,2017-09-16
11768,77406,26264354,스타,,O,숙박,O02,모텔/여관/여인숙,O02A01,모텔/여관/여인숙,I55112,여관업,11,서울특별시,11680,강남구,1168064000,역삼1동,1168010100,역삼동,1168010100107360053,1,대지,736,53.0,서울특별시 강남구 역삼동 736-53,116804166203,서울특별시 강남구 논현로87길,17,,1168010100107360053027116,,서울특별시 강남구 논현로87길 17,135080,6236.0,,1,,02-561-9443,127.035418847733,37.499536846565,,2017-09-17
12343,80907,25990311,태훈,,O,숙박,O01,호텔/콘도,O01A01,호텔/콘도,,,11,서울특별시,11680,강남구,1168064000,역삼1동,1168010100,역삼동,1168010100108190009,1,대지,819,9.0,서울특별시 강남구 역삼동 819-9,116804166036,서울특별시 강남구 강남대로92길,13,,1168010100108190009027347,JERRYSPLANETBUILDING,서울특별시 강남구 강남대로92길 13,135080,6134.0,,,,02-555-4207,127.02844734177799,37.499038198373796,1937.0,2020-07-06
12522,82041,28504282,T모텔,,O,숙박,O02,모텔/여관/여인숙,O02A01,모텔/여관/여인숙,I55112,여관업,11,서울특별시,11680,강남구,1168059000,삼성2동,1168010500,삼성동,1168010500101430032,1,대지,143,32.0,서울특별시 강남구 삼성동 143-32,116804166433,서울특별시 강남구 삼성로91길,32,,1168010500101430032016967,,서울특별시 강남구 삼성로91길 32,135090,6159.0,,1,,,127.053525979348,37.5066574864852,,2017-08-26
12594,82412,23056633,타라호텔,,O,숙박,O01,호텔/콘도,O01A01,호텔/콘도,,,11,서울특별시,11680,강남구,1168059000,삼성2동,1168010500,삼성동,1168010500101420019,1,대지,142,19.0,서울특별시 강남구 삼성동 142-19,116804166438,서울특별시 강남구 선릉로100길,56,,1168010500101420019016964,,서울특별시 강남구 선릉로100길 56,135090,6160.0,,1,,02-569-2606,127.05186291990299,37.506689202015295,,2017-10-07
12649,82877,28492868,리츠모텔,,O,숙박,O02,모텔/여관/여인숙,O02A01,모텔/여관/여인숙,I55112,여관업,11,서울특별시,11680,강남구,1168051000,신사동,1168010700,신사동,1168010700105050004,1,대지,505,4.0,서울특별시 강남구 신사동 505-4,116804166264,서울특별시 강남구 도산대로1길,61,,1168010700105050004011477,,서울특별시 강남구 도산대로1길 61,135887,6027.0,,1,,02-543-3805,127.018935463922,37.520692979367794,2045.0,2017-09-15
12716,83314,26222789,상록상사,,O,숙박,O02,모텔/여관/여인숙,O02A01,모텔/여관/여인숙,I55112,여관업,11,서울특별시,11680,강남구,1168064000,역삼1동,1168010100,역삼동,1168010100106780008,1,대지,678,8.0,서울특별시 강남구 역삼동 678-8,116804166734,서울특별시 강남구 테헤란로33길,13,8.0,1168010100106780008023140,,서울특별시 강남구 테헤란로33길 13-8,135080,6141.0,,,,02-564-5286,127.038489473431,37.5026164577645,1928.0,2017-09-26
12912,84658,26228691,서호장,,O,숙박,O01,호텔/콘도,O01A01,호텔/콘도,,,11,서울특별시,11650,서초구,1165053100,서초4동,1165010800,서초동,1165010800113090006,1,대지,1309,6.0,서울특별시 서초구 서초동 1309-6,116504163030,서울특별시 서초구 강남대로69길,10,,1165010800113090006019886,서호호텔,서울특별시 서초구 강남대로69길 10,137070,6611.0,,,,02-3481-0086,127.02421576542,37.5017875789223,1923.0,2020-07-06
12998,85196,25651428,임피리얼팰리스호텔컨벤션센터,,O,숙박,O01,호텔/콘도,O01A01,호텔/콘도,,,11,서울특별시,11680,강남구,1168053100,논현2동,1168010800,논현동,1168010800102480007,1,대지,248,7.0,서울특별시 강남구 논현동 248-7,116803005086,서울특별시 강남구 언주로,640,,1168010800102480007006672,임페리얼팰리스호텔,서울특별시 강남구 언주로 640,135010,6098.0,,1,,02-3440-8100,127.035804734781,37.5143803631239,1987.0,2017-09-19
13614,89424,26490833,폼,,O,숙박,O02,모텔/여관/여인숙,O02A01,모텔/여관/여인숙,I55112,여관업,11,서울특별시,11680,강남구,1168064000,역삼1동,1168010100,역삼동,1168010100108190008,1,대지,819,8.0,서울특별시 강남구 역삼동 819-8,116804166036,서울특별시 강남구 강남대로92길,15,,1168010100108190008023921,,서울특별시 강남구 강남대로92길 15,135080,6134.0,,,,02-555-2225,127.02862745641501,37.4991027534349,1937.0,2020-07-06
14175,93192,17027433,오라카이청계산호텔illycaffe,,O,숙박,O01,호텔/콘도,O01A01,호텔/콘도,,,11,서울특별시,11650,서초구,1165066000,내곡동,1165011100,신원동,1165011100102710021,1,대지,271,21.0,서울특별시 서초구 신원동 271-21,116504163751,서울특별시 서초구 청계산로9길,1,3.0,1165011100102710021000001,서초선포레,서울특별시 서초구 청계산로9길 1-3,137180,6802.0,,,,02-6200-7300,127.055027291585,37.4485331073357,,2020-11-14
