,Unnamed: 0,상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,PNU코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,전화번호,경도,위도,상권번호,데이터기준일자
295,1838,20913589,박지영퓨전밸리댄스,,N,관광/여가/오락,N02,무도/유흥/가무,N02A06,무도장,R91291,무도장 운영업,11,서울특별시,11680,강남구,1168063000,대치4동,1168010600,대치동,1168010600108970006,1,대지,897,6.0,서울특별시 강남구 대치동 897-6,116804166495,서울특별시 강남구 선릉로86길,6,,1168010600108970006012700,,서울특별시 강남구 선릉로86길 6,135280,6198.0,,,,02-564-4445,127.050258194081,37.5030090135779,1932.0,2016-01-26
314,2003,24792295,파티노래연습장,,N,관광/여가/오락,N02,무도/유흥/가무,N02A01,노래방,R91223,노래연습장 운영업,11,서울특별시,11680,강남구,1168067000,개포2동,1168010300,개포동,1168010300101590007,1,대지,159,7.0,서울특별시 강남구 개포동 159-7,116804166490,서울특별시 강남구 선릉로6길,13,,1168010300101590007019531,,서울특별시 강남구 선릉로6길 13,135240,6325.0,,1,,02-529-3335,127.061954250816,37.4829998612682,,2017-10-30
337,2142,24678015,쉬즈노래연습장,,N,관광/여가/오락,N02,무도/유흥/가무,N02A01,노래방,R91223,노래연습장 운영업,11,서울특별시,11680,강남구,1168073000,일원1동,1168011400,일원동,1168011400106860008,1,대지,686,8.0,서울특별시 강남구 일원동 686-8,116804166544,서울특별시 강남구 양재대로29길,6,,1168011400106860008002756,,서울특별시 강남구 양재대로29길 6,135230,6343.0,,1,,02-445-0809,127.08240609964199,37.4896841486909,,2017-08-17
409,2543,21928327,아메리카핫요가봉은사점,봉은사점,N,관광/여가/오락,N05,요가/단전/마사지,N05A01,요가/단식,S96129,기타 미용관련 서비스업,11,서울특별시,11680,강남구,1168059000,삼성2동,1168010500,삼성동,1168010500100490011,1,대지,49,11.0,서울특별시 강남구 삼성동 49-11,116803122004,서울특별시 강남구 봉은사로,467,,1168010500100490011015980,세창빌딩,서울특별시 강남구 봉은사로 467,135090,6096.0,,3,,02-515-1414,127.050612794605,37.5125179976069,,2017-09-27
418,2584,21042972,본필라테스,,N,관광/여가/오락,N05,요가/단전/마사지,N05A01,요가/단식,S96129,기타 미용관련 서비스업,11,서울특별시,11680,강남구,1168061000,대치2동,1168010600,대치동,1168010600103160000,1,대지,316,,서울특별시 강남구 대치동 316,116803122005,서울특별시 강남구 삼성로,212,,1168010600103160000014551,은마아파트,서울특별시 강남구 삼성로 212,135778,6284.0,,3,,02-585-3378,127.065897098053,37.4996105819766,,2017-08-23
437,2669,21832054,파티파티노래연습장,,N,관광/여가/오락,N02,무도/유흥/가무,N02A01,노래방,R91223,노래연습장 운영업,11,서울특별시,11650,서초구,1165053000,서초3동,1165010800,서초동,1165010800115520018,1,대지,1552,18.0,서울특별시 서초구 서초동 1552-18,116504163410,서울특별시 서초구 서초대로46길,16,,1165010800115520018021805,탑스빌딩,서울특별시 서초구 서초대로46길 16,137070,6647.0,,-1,,02-583-8782,127.009872338956,37.491702565764705,1870.0,2020-02-03
511,3016,24846112,우리빌리아트클럽,,N,관광/여가/오락,N01,PC/오락/당구/볼링등,N01A03,당구장,R91135,당구장 운영업,11,서울특별시,11680,강남구,1168054500,압구정동,1168010700,신사동,1168010700105900018,1,대지,590,18.0,서울특별시 강남구 신사동 590-18,116804166145,서울특별시 강남구 논현로152길,9,,1168010700105900018011356,,서울특별시 강남구 논현로152길 9,135893,6025.0,,-1,,02-512-4249,127.028918949755,37.521126896757295,2053.0,2017-08-27
588,3379,28506847,스타24시볼링장,,N,관광/여가/오락,N01,PC/오락/당구/볼링등,N01A06,볼링장,R91134,볼링장 운영업,11,서울특별시,11650,서초구,1165051000,서초1동,1165010800,서초동,1165010800116780002,1,대지,1678,2.0,서울특별시 서초구 서초동 1678-2,116502121002,서울특별시 서초구 서초대로,350,,1165010800116780008023266,서초동동아빌라트,서울특별시 서초구 서초대로 350,137070,6631.0,2,1,,02-523-8033,127.01966439549,37.4952352703137,,2017-09-23
606,3475,15536106,당구클럽하이런,,N,관광/여가/오락,N01,PC/오락/당구/볼링등,N01A03,당구장,R91135,당구장 운영업,11,서울특별시,11650,서초구,1165062100,방배4동,1165010100,방배동,1165010100108360005,1,대지,836,5.0,서울특별시 서초구 방배동 836-5,116503121010,서울특별시 서초구 방배로,189,,1165010100108360005009044,,서울특별시 서초구 방배로 189,137834,6572.0,,1,,,126.991662510818,37.490278057287505,,2017-09-30
660,3786,15542683,뉴서울필하모닉오케스트라,,N,관광/여가/오락,N03,연극/영화/극장,N03A06,연극/음악/예술관련기타,,,11,서울특별시,11680,강남구,1168058000,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,코엑스,서울특별시 강남구 영동대로 513,135525,6164.0,B1,,07,,127.05913910242799,37.5118203253706,1976.0,2017-09-30
662,3799,24651440,필노래연습장,,N,관광/여가/오락,N02,무도/유흥/가무,N02A01,노래방,R91223,노래연습장 운영업,11,서울특별시,11650,서초구,1165053000,서초3동,1165010800,서초동,1165010800114590011,1,대지,1459,11.0,서울특별시 서초구 서초동 1459-11,116504163222,서울특별시 서초구 반포대로10길,7,,1165010800114590011021338,청학빌딩,서울특별시 서초구 반포대로10길 7,137070,6716.0,,1,,02-597-5777,127.01222779518999,37.4837209096451,,2017-10-10
664,3808,15489950,강남맥스존pc방,,N,관광/여가/오락,N01,PC/오락/당구/볼링등,N01A01,인터넷PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11650,서초구,1165053100,서초4동,1165010800,서초동,1165010800113170014,1,대지,1317,14.0,서울특별시 서초구 서초동 1317-14,116504163435,서울특별시 서초구 서초대로77길,5,,1165010800113170014020118,,서울특별시 서초구 서초대로77길 5,137856,6615.0,,3,,070-7896-8358,127.02640921008499,37.498354637602404,1923.0,2017-09-30
696,3995,22046697,쾌노래연습장,,N,관광/여가/오락,N02,무도/유흥/가무,N02A01,노래방,R91223,노래연습장 운영업,11,서울특별시,11650,서초구,1165053100,서초4동,1165010800,서초동,1165010800116850000,1,대지,1685,,서울특별시 서초구 서초동 1685,116503121024,서울특별시 서초구 서초중앙로,200,,1165010800116850000020168,삼풍아파트,서울특별시 서초구 서초중앙로 200,137779,6601.0,,1,,02-501-3500,127.015559690201,37.5003731881424,,2017-11-01
718,4169,24423796,위즈당구클럽,,N,관광/여가/오락,N01,PC/오락/당구/볼링등,N01A03,당구장,R91135,당구장 운영업,11,서울특별시,11650,서초구,1165058100,반포4동,1165010700,반포동,1165010700100530007,1,대지,53,7.0,서울특별시 서초구 반포동 53-7,116504163722,서울특별시 서초구 서초중앙로33길,8,,1165010700100530007017142,,서울특별시 서초구 서초중앙로33길 8,137040,6593.0,하,1,,02-593-5008,127.011068741388,37.5013088146141,,2016-01-26
826,4759,25819570,인터넷사이버,,N,관광/여가/오락,N08,경마/경륜/성인오락,N08A01,게임룸,R91249,기타 갬블링 및 베팅업,11,서울특별시,11650,서초구,1165053000,서초3동,1165010800,서초동,1165010800115760005,1,대지,1576,5.0,서울특별시 서초구 서초동 1576-5,116503121024,서울특별시 서초구 서초중앙로,101,,1165010800115760005020555,신아빌딩,서울특별시 서초구 서초중앙로 101,137070,6650.0,,,,02-588-8848,127.01387676263701,37.490744898783205,1870.0,2018-03-29
838,4817,20919188,국선도,,N,관광/여가/오락,N05,요가/단전/마사지,N05A02,단전호흡,R91139,그외 기타 스포츠시설 운영업,11,서울특별시,11650,서초구,1165052000,서초2동,1165010800,서초동,1165010800113270000,1,대지,1327,,서울특별시 서초구 서초동 1327,116504163433,서울특별시 서초구 서초대로74길,23,,1165010800113270000000001,서초타운트라팰리스,서울특별시 서초구 서초대로74길 23,137070,6621.0,,4,,02-535-6540,127.027077999195,37.4956209395202,1887.0,2017-09-30
855,4876,25886042,치앙마이태국마사지,,N,관광/여가/오락,N05,요가/단전/마사지,N05A06,스포츠마사지,S96122,마사지업,11,서울특별시,11650,서초구,1165065100,양재1동,1165010200,양재동,1165010200100200034,1,대지,20,34.0,서울특별시 서초구 양재동 20-34,116503121009,서울특별시 서초구 바우뫼로,177,,1165010200100200034005581,성문빌딩,서울특별시 서초구 바우뫼로 177,137130,6744.0,,5,,02-571-6008,127.039375039184,37.4785113743394,,2017-10-03
903,5172,22844703,우리pc,,N,관광/여가/오락,N01,PC/오락/당구/볼링등,N01A01,인터넷PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11680,강남구,1168053100,논현2동,1168010800,논현동,1168010800101080000,1,대지,108,,서울특별시 강남구 논현동 108,116804166799,서울특별시 강남구 학동로43길,38,,1168010800101080000000001,논현웰스톤,서울특별시 강남구 학동로43길 38,135010,6059.0,1,,1,,127.038014805231,37.5184531231139,,2016-01-26
953,5451,22055843,무극기수련원,,N,관광/여가/오락,N05,요가/단전/마사지,N05A02,단전호흡,R91139,그외 기타 스포츠시설 운영업,11,서울특별시,11650,서초구,1165057000,반포2동,1165010700,반포동,1165010700100010008,1,대지,1,8.0,서울특별시 서초구 반포동 1-8,116503121017,서울특별시 서초구 신반포로,137,,1165010700100010008017652,경남아파트,서울특별시 서초구 신반포로 137,137765,6506.0,,5,,02-536-8297,126.99829660067499,37.5083375314205,,2017-11-05
965,5504,21047933,하나투어,,N,관광/여가/오락,N07,놀이/여가/취미,N07A11,기타오락관련산업,R91299,그외 기타 분류안된 오락관련 서비스업,11,서울특별시,11680,강남구,1168063000,대치4동,1168010600,대치동,1168010600108900049,1,대지,890,49.0,서울특별시 강남구 대치동 890-49,116804166751,서울특별시 강남구 테헤란로64길,9,,1168010600108900049027332,선릉역대우아이빌,서울특별시 강남구 테헤란로64길 9,135280,6193.0,,,,02-552-6320,127.051540139422,37.504488034784295,1932.0,2016-01-26
973,5587,20732746,가로수노래방,,N,관광/여가/오락,N02,무도/유흥/가무,N02A01,노래방,R91223,노래연습장 운영업,11,서울특별시,11680,강남구,1168051000,신사동,1168010700,신사동,1168010700105370000,1,대지,537,,서울특별시 강남구 신사동 537,116804166021,서울특별시 강남구 강남대로152길,40,,1168010700105370001027510,석천빌딩,서울특별시 강남구 강남대로152길 40,135889,6035.0,,-1,,,127.022523112273,37.517974518643896,,2017-09-15
1011,5794,24560694,제우스당구장,,N,관광/여가/오락,N01,PC/오락/당구/볼링등,N01A03,당구장,R91135,당구장 운영업,11,서울특별시,11650,서초구,1165059000,방배본동,1165010100,방배동,1165010100107600002,1,대지,760,2.0,서울특별시 서초구 방배동 760-2,116503121011,서울특별시 서초구 방배중앙로,188,,1165010100107600002015591,후생시설,서울특별시 서초구 방배중앙로 188,137060,6553.0,,1,4,02-599-5999,126.985867710646,37.495670815239,1886.0,2016-01-26
1051,6001,24688922,투엑스,,N,관광/여가/오락,N02,무도/유흥/가무,N02A01,노래방,R91223,노래연습장 운영업,11,서울특별시,11650,서초구,1165065200,양재2동,1165010200,양재동,1165010200103000002,1,대지,300,2.0,서울특별시 서초구 양재동 300-2,116504163148,서울특별시 서초구 동산로19길,25,,1165010200103000002003020,대두빌딩,서울특별시 서초구 동산로19길 25,137130,6781.0,,1,,02-529-3385,127.046467764948,37.4737751900269,,2017-10-04
1071,6098,26601435,MBC노래방,,N,관광/여가/오락,N02,무도/유흥/가무,N02A01,노래방,R91223,노래연습장 운영업,11,서울특별시,11680,강남구,1168065000,역삼2동,1168010100,역삼동,1168010100107730008,1,대지,773,8.0,서울특별시 강남구 역삼동 773-8,116803005086,서울특별시 강남구 언주로,323,,1168010100107730008024569,,서울특별시 강남구 언주로 323,135080,6226.0,,-1,,,127.045078849531,37.4967409599848,,2017-10-04
1101,6250,20755199,티카노래방,,N,관광/여가/오락,N02,무도/유흥/가무,N02A01,노래방,R91223,노래연습장 운영업,11,서울특별시,11680,강남구,1168052100,논현1동,1168010800,논현동,1168010800100510002,1,대지,51,2.0,서울특별시 강남구 논현동 51-2,116804166780,서울특별시 강남구 학동로1길,8,,1168010800100510002007461,,서울특별시 강남구 학동로1길 8,135010,6044.0,,1,,02-512-7497,127.022058601763,37.511960654814,1973.0,2017-09-20
1102,6257,16173283,씰유나이트,,N,관광/여가/오락,N02,무도/유흥/가무,N02A02,나이트클럽,I56212,무도유흥 주점업,11,서울특별시,11680,강남구,1168070000,세곡동,1168011200,자곡동,1168011200106490000,1,대지,649,,서울특별시 강남구 자곡동 649,116803122014,서울특별시 강남구 자곡로,174,10.0,1168011200106490000000001,,서울특별시 강남구 자곡로 174-10,135190,6373.0,,,218,02-6959-5070,127.102942226892,37.472604535359395,,2018-08-29
1148,6540,16168308,디오PC방,,N,관광/여가/오락,N01,PC/오락/당구/볼링등,N01A01,인터넷PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11650,서초구,1165052000,서초2동,1165010800,서초동,1165010800113430001,1,대지,1343,1.0,서울특별시 서초구 서초동 1343-1,116503121021,서울특별시 서초구 효령로,384,,1165010800113430001022765,,서울특별시 서초구 효령로 384,137861,6727.0,,2,,,127.025904603822,37.487573850150795,,2018-08-08
1162,6676,23951767,동키PC방,,N,관광/여가/오락,N01,PC/오락/당구/볼링등,N01A01,인터넷PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11680,강남구,1168064000,역삼1동,1168010100,역삼동,1168010100107920003,1,대지,792,3.0,서울특별시 강남구 역삼동 792-3,116804166633,서울특별시 강남구 역삼로14길,15,,1168010100107920003025684,,서울특별시 강남구 역삼로14길 15,135080,6249.0,,,,02-555-4556,127.03578932136001,37.4935929016756,1882.0,2016-01-26
1199,6888,25830855,MOL노래연습장,,N,관광/여가/오락,N02,무도/유흥/가무,N02A01,노래방,R91223,노래연습장 운영업,11,서울특별시,11680,강남구,1168064000,역삼1동,1168010100,역삼동,1168010100108170000,1,대지,817,,서울특별시 강남구 역삼동 817,116804166039,서울특별시 강남구 강남대로98길,8,,1168010100108170000023621,,서울특별시 강남구 강남대로98길 8,135080,6129.0,,1,,02-558-5896,127.02737616098999,37.5005341453452,1937.0,2017-09-16
1204,6945,20734270,강남타이마사지,,N,관광/여가/오락,N05,요가/단전/마사지,N05A06,스포츠마사지,S96122,마사지업,11,서울특별시,11680,강남구,1168052100,논현1동,1168010800,논현동,1168010800101660000,1,대지,166,,서울특별시 강남구 논현동 166,116804166011,서울특별시 강남구 강남대로122길,10,,1168010800101660000000001,영흥빌딩,서울특별시 강남구 강남대로122길 10,135010,6119.0,,5,,02-3447-1605,127.024060491302,37.5076341362256,1967.0,2017-09-17
1236,7072,20797607,힐탑24당구장,,N,관광/여가/오락,N01,PC/오락/당구/볼링등,N01A03,당구장,R91135,당구장 운영업,11,서울특별시,11680,강남구,1168053100,논현2동,1168010800,논현동,1168010800102160010,1,대지,216,10.0,서울특별시 강남구 논현동 216-10,116803121022,서울특별시 강남구 논현로,642,,1168010800102160010007853,심산빌딩,서울특별시 강남구 논현로 642,135010,6106.0,,3,,070-8129-5660,127.032421370424,37.51096473471279,,2017-08-24
1278,7284,24425608,M.NET노래연습장,,N,관광/여가/오락,N02,무도/유흥/가무,N02A01,노래방,R91223,노래연습장 운영업,11,서울특별시,11680,강남구,1168056500,청담동,1168010400,청담동,1168010400101200005,1,대지,120,5.0,서울특별시 강남구 청담동 120-5,116804166538,서울특별시 강남구 압구정로79길,20,,1168010400101200006027070,,서울특별시 강남구 압구정로79길 20,135955,6011.0,,1,,02-516-1929,127.048790987474,37.525046005607706,2043.0,2017-08-29
1316,7566,24345379,강추노래방,,N,관광/여가/오락,N02,무도/유흥/가무,N02A01,노래방,R91223,노래연습장 운영업,11,서울특별시,11680,강남구,1168064000,역삼1동,1168010100,역삼동,1168010100106990000,1,대지,699,,서울특별시 강남구 역삼동 699,116804166353,서울특별시 강남구 봉은사로44길,64,,1168010100106990000022151,,서울특별시 강남구 봉은사로44길 64,135080,6147.0,,,1,02-567-5823,127.04252520588601,37.5054244887716,1943.0,2016-01-26
1453,8522,2915539,대성당구장,,N,관광/여가/오락,N01,PC/오락/당구/볼링등,N01A03,당구장,R91135,당구장 운영업,11,서울특별시,11680,강남구,1168053100,논현2동,1168010800,논현동,1168010800102420030,1,대지,242,30.0,서울특별시 강남구 논현동 242-30,116803122006,서울특별시 강남구 선릉로,665,,1168010800102420030006276,소천빌딩,서울특별시 강남구 선릉로 665,135010,6099.0,,1,,02-545-5060,127.04142762401199,37.5160750586276,1987.0,2017-09-19
1546,9099,25497404,태국전통마사지,,N,관광/여가/오락,N05,요가/단전/마사지,N05A07,안마시술소,S96129,기타 미용관련 서비스업,11,서울특별시,11680,강남구,1168051000,신사동,1168010700,신사동,1168010700105140008,1,대지,514,8.0,서울특별시 강남구 신사동 514-8,116804166021,서울특별시 강남구 강남대로152길,34,,1168010700105140008011957,,서울특별시 강남구 강남대로152길 34,135887,6035.0,,3,,02-548-0126,127.022084802729,37.5177546379208,,2017-09-15
1618,9585,15529748,대상피씨엠,,N,관광/여가/오락,N01,PC/오락/당구/볼링등,N01A01,인터넷PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11680,강남구,1168059000,삼성2동,1168010500,삼성동,1168010500100350015,1,대지,35,15.0,서울특별시 강남구 삼성동 35-15,116803122006,서울특별시 강남구 선릉로,614,1.0,1168010500100350015026889,삼성동나라빌딩,서울특별시 강남구 선릉로 614-1,135867,6097.0,,2,,02-2068-7475,127.04385761543001,37.511805738291,1974.0,2017-09-30
1659,9847,14969875,휴피씨방,,N,관광/여가/오락,N01,PC/오락/당구/볼링등,N01A01,인터넷PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11680,강남구,1168054500,압구정동,1168010700,신사동,1168010700106620005,1,대지,662,5.0,서울특별시 강남구 신사동 662-5,116804166600,서울특별시 강남구 언주로172길,53,,1168010700106620005009852,,서울특별시 강남구 언주로172길 53,135897,6018.0,,,,,127.038232500751,37.5270509342473,2054.0,2020-07-06
1773,10553,20915993,뉴월드당구장,,N,관광/여가/오락,N01,PC/오락/당구/볼링등,N01A03,당구장,R91135,당구장 운영업,11,서울특별시,11680,강남구,1168063000,대치4동,1168010600,대치동,1168010600108890075,1,대지,889,75.0,서울특별시 강남구 대치동 889-75,116804166495,서울특별시 강남구 선릉로86길,7,,1168010600108890075012604,,서울특별시 강남구 선릉로86길 7,135280,6192.0,,3,,,127.050299891841,37.503288676177505,1932.0,2017-09-01
1828,10943,21977954,논스톱피시스테이션,,N,관광/여가/오락,N01,PC/오락/당구/볼링등,N01A01,인터넷PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11680,강남구,1168052100,논현1동,1168010800,논현동,1168010800101500013,1,대지,150,13.0,서울특별시 강남구 논현동 150-13,116804166123,서울특별시 강남구 논현로123길,37,,1168010800101500013007950,,서울특별시 강남구 논현로123길 37,135010,6115.0,,,,02-514-5032,127.028951292354,37.5107740683155,,2016-01-26
1846,11056,22693074,한빛발맛사지,,N,관광/여가/오락,N05,요가/단전/마사지,N05A06,스포츠마사지,S96122,마사지업,11,서울특별시,11650,서초구,1165065200,양재2동,1165010200,양재동,1165010200103260004,1,대지,326,4.0,서울특별시 서초구 양재동 326-4,116503121005,서울특별시 서초구 동산로,9,5.0,1165010200103260004004258,,서울특별시 서초구 동산로 9-5,137130,6779.0,,1,,,127.040396264746,37.4693829278621,1760.0,2017-10-30
1876,11214,21027068,제노임펙트,,N,관광/여가/오락,N03,연극/영화/극장,N03A06,연극/음악/예술관련기타,,,11,서울특별시,11680,강남구,1168063000,대치4동,1168010600,대치동,1168010600108910048,1,대지,891,48.0,서울특별시 강남구 대치동 891-48,116804166757,서울특별시 강남구 테헤란로78길,14,11.0,1168010600108910048012317,돌채타워,서울특별시 강남구 테헤란로78길 14-11,135280,6194.0,,8,,02-3444-1332,127.05466765640699,37.5049185804305,1932.0,2016-01-27
1909,11402,24486219,클릭노래방,,N,관광/여가/오락,N02,무도/유흥/가무,N02A01,노래방,R91223,노래연습장 운영업,11,서울특별시,11680,강남구,1168065000,역삼2동,1168010100,역삼동,1168010100107730010,1,대지,773,10.0,서울특별시 강남구 역삼동 773-10,116804166610,서울특별시 강남구 언주로69길,6,,1168010100107730010024606,,서울특별시 강남구 언주로69길 6,135080,6226.0,,1,,02-557-8413,127.044752181861,37.4966392027089,,2017-10-07
1995,11919,25811332,샴푸나이트,,N,관광/여가/오락,N02,무도/유흥/가무,N02A02,나이트클럽,I56212,무도유흥 주점업,11,서울특별시,11650,서초구,1165058100,반포4동,1165010700,반포동,1165010700100190001,1,대지,19,1.0,서울특별시 서초구 반포동 19-1,116503121017,서울특별시 서초구 신반포로,162,,1165010700100190001016580,강남귀금속타운,서울특별시 서초구 신반포로 162,137040,6546.0,,1,,02-532-3691,127.002267415352,37.5048840673164,1940.0,2017-09-23
2253,13529,20920831,핫요가원반포교대점,교대점,N,관광/여가/오락,N05,요가/단전/마사지,N05A01,요가/단식,S96129,기타 미용관련 서비스업,11,서울특별시,11650,서초구,1165058100,반포4동,1165010700,반포동,1165010700100540001,1,대지,54,1.0,서울특별시 서초구 반포동 54-1,116503121001,서울특별시 서초구 고무래로,22,,1165010700100540001016520,쌍동빌딩서관,서울특별시 서초구 고무래로 22,137040,6593.0,,1,,02-532-4455,127.010746769874,37.5025675934833,,2017-09-23
2256,13566,15615457,메디케어필라테스,,N,관광/여가/오락,N05,요가/단전/마사지,N05A01,요가/단식,S96129,기타 미용관련 서비스업,11,서울특별시,11650,서초구,1165052000,서초2동,1165010800,서초동,1165010800113300004,1,대지,1330,4.0,서울특별시 서초구 서초동 1330-4,116504163433,서울특별시 서초구 서초대로74길,49,,1165010800113300004022557,아르누보씨티2,서울특별시 서초구 서초대로74길 49,137858,6626.0,,,210,,127.028124531001,37.4934039461994,1887.0,2017-10-02
